28.0,13.0,20.0,20.0,20.0,21.0,15.0,19.0,15.0,17.0,15.0,21.0,17.0,37.0,17.0,15.0,18.0,32.0,16.0,14.0,15.0,17.0,11.0,9.0,15.0,14.0,14.0,15.0,8.0,14.0,11.0,15.0,12.0,8.0,11.0,17.0,12.0,15.0,10.0,14.0,14.0,13.0,13.0,34.0,20.0,13.0,10.0,19.0,14.0,21.0,22.0,14.0,23.0,29.0,20.0,15.0,23.0,12.0,19.0,15.0,15.0,4.0,14.0,15.0,11.0,15.0,14.0,4.0,4.0,13.0,10.0,9.0,15.0,5.0,10.0,13.0,14.0,14.0,13.0,7.0,11.0,10.0,14.0,17.0,5.0,10.0,10.0,13.0,15.0,11.0,8.0,12.0,15.0,14.0,7.0,11.0,13.0,8.0,11.0,9.0,15.0,11.0,6.0,8.0,7.0,7.0,7.0,9.0,3.0,7.0,15.0,13.0,10.0,13.0,14.0,8.0,14.0,17.0,12.0,14.0,13.0,5.0,6.0,16.0,8.0,11.0,13.0,14.0,11.0,16.0,18.0,22.0,16.0,12.0,22.0,23.0,25.0,27.0,27.0,36.0,63.0,44.0,40.0,31.0,19.0,36.0,18.0,23.0,12.0,16.0,17.0,8.0,8.0,8.0,9.0,16.0,10.0,11.0,13.0,10.0,16.0,15.0,18.0,35.0,115.0,28.0,45.0,16.0,13.0,12.0,20.0,31.0
7.0,12.0,13.0,8.0,12.0,15.0,5.0,4.0,16.0,14.0,19.0,14.0,13.0,13.0,8.0,18.0,17.0,12.0,9.0,14.0,17.0,10.0,15.0,15.0,16.0,7.0,13.0,7.0,10.0,12.0,13.0,15.0,12.0,14.0,8.0,11.0,10.0,14.0,22.0,13.0,53.0,14.0,13.0,19.0,17.0,11.0,7.0,13.0,21.0,9.0,12.0,9.0,7.0,24.0,13.0,24.0,11.0,9.0,11.0,14.0,10.0,8.0,16.0,12.0,18.0,10.0,17.0,10.0,10.0,7.0,8.0,14.0,20.0,15.0,6.0,9.0,19.0,16.0,14.0,11.0,9.0,11.0,18.0,17.0,45.0,91.0,33.0,17.0,17.0,4.0,7.0,8.0,13.0,8.0,34.0,23.0,16.0,24.0,12.0,23.0,32.0,13.0,10.0,22.0,27.0,12.0,29.0,15.0,8.0,28.0,40.0,64.0,15.0,21.0,10.0,10.0,13.0,8.0,7.0,9.0,7.0,19.0,12.0,8.0,6.0,11.0,14.0,15.0,12.0,15.0,13.0,15.0,11.0,14.0,12.0,6.0,12.0,8.0,4.0,9.0,15.0,14.0,6.0,10.0,17.0,15.0,7.0,16.0,11.0,13.0,12.0,15.0,9.0,11.0,13.0,22.0,8.0,15.0,24.0,25.0,35.0,37.0,49.0,63.0,59.0,53.0,113.0,166.0,123.0,196.0,296.0,238.0
14.0,14.0,13.0,14.0,10.0,8.0,14.0,10.0,10.0,14.0,18.0,13.0,15.0,15.0,17.0,8.0,10.0,15.0,12.0,21.0,10.0,8.0,8.0,8.0,15.0,11.0,11.0,12.0,11.0,10.0,9.0,2.0,14.0,11.0,9.0,9.0,12.0,16.0,15.0,11.0,12.0,6.0,7.0,8.0,13.0,13.0,16.0,15.0,14.0,55.0,47.0,46.0,40.0,99.0,32.0,31.0,35.0,22.0,20.0,14.0,53.0,195.0,271.0,360.0,402.0,468.0,530.0,476.0,474.0,478.0,501.0,492.0,433.0,336.0,210.0,30.0,13.0,19.0,18.0,10.0,12.0,25.0,15.0,25.0,16.0,20.0,18.0,23.0,23.0,24.0,31.0,22.0,15.0,11.0,17.0,21.0,17.0,14.0,23.0,15.0,14.0,32.0,32.0,49.0,30.0,26.0,28.0,28.0,17.0,31.0,52.0,242.0,404.0,421.0,517.0,641.0,552.0,646.0,643.0,598.0,568.0,602.0,524.0,649.0,638.0,652.0,642.0,586.0,500.0,472.0,283.0,325.0,298.0,84.0,28.0,14.0,19.0,13.0,7.0,19.0,15.0,12.0,11.0,9.0,16.0,11.0,12.0,18.0,55.0,137.0,177.0,69.0,112.0,118.0,85.0,170.0,159.0,71.0,139.0,178.0,94.0,143.0,101.0,81.0,193.0,157.0,49.0,108.0,117.0,39.0,89.0,58.0
27.0,25.0,15.0,28.0,15.0,17.0,12.0,17.0,82.0,26.0,12.0,13.0,13.0,15.0,11.0,9.0,11.0,10.0,7.0,8.0,13.0,18.0,3.0,11.0,18.0,16.0,16.0,2.0,6.0,4.0,8.0,7.0,7.0,9.0,5.0,8.0,11.0,12.0,3.0,15.0,19.0,24.0,35.0,33.0,35.0,19.0,18.0,10.0,17.0,30.0,72.0,184.0,281.0,270.0,289.0,294.0,248.0,279.0,307.0,323.0,327.0,296.0,273.0,208.0,38.0,31.0,21.0,10.0,10.0,13.0,10.0,11.0,15.0,8.0,17.0,6.0,7.0,15.0,25.0,16.0,27.0,18.0,24.0,143.0,104.0,16.0,36.0,47.0,21.0,14.0,14.0,14.0,10.0,13.0,5.0,23.0,45.0,24.0,21.0,23.0,18.0,15.0,17.0,12.0,31.0,218.0,369.0,491.0,600.0,579.0,583.0,497.0,610.0,585.0,681.0,710.0,691.0,634.0,572.0,635.0,617.0,638.0,634.0,715.0,624.0,544.0,479.0,330.0,269.0,50.0,58.0,24.0,21.0,17.0,17.0,16.0,13.0,15.0,15.0,11.0,13.0,8.0,12.0,12.0,9.0,20.0,50.0,196.0,114.0,260.0,172.0,99.0,212.0,163.0,88.0,132.0,103.0,58.0,131.0,89.0,64.0,101.0,67.0,72.0,109.0,90.0,74.0,126.0,67.0,35.0,51.0,67.0
64.0,226.0,154.0,106.0,163.0,40.0,35.0,35.0,14.0,33.0,33.0,17.0,18.0,15.0,26.0,12.0,27.0,21.0,17.0,16.0,8.0,15.0,15.0,24.0,16.0,14.0,6.0,16.0,16.0,17.0,14.0,14.0,22.0,35.0,22.0,16.0,20.0,31.0,18.0,16.0,12.0,12.0,22.0,37.0,26.0,45.0,28.0,31.0,24.0,20.0,16.0,16.0,21.0,7.0,36.0,207.0,259.0,368.0,409.0,427.0,485.0,461.0,426.0,462.0,423.0,396.0,284.0,138.0,48.0,31.0,19.0,16.0,19.0,8.0,15.0,11.0,8.0,8.0,9.0,14.0,27.0,22.0,20.0,25.0,26.0,27.0,26.0,14.0,8.0,14.0,11.0,3.0,14.0,17.0,4.0,14.0,10.0,6.0,23.0,48.0,33.0,16.0,28.0,15.0,13.0,20.0,23.0,13.0,42.0,241.0,320.0,433.0,477.0,633.0,547.0,559.0,539.0,501.0,546.0,557.0,551.0,529.0,468.0,457.0,529.0,427.0,322.0,219.0,96.0,215.0,235.0,154.0,20.0,18.0,43.0,29.0,31.0,17.0,9.0,22.0,15.0,12.0,15.0,19.0,13.0,6.0,15.0,10.0,53.0,184.0,191.0,73.0,252.0,187.0,88.0,154.0,126.0,87.0,156.0,89.0,206.0,245.0,147.0,183.0,175.0,67.0,94.0,118.0,59.0,49.0,44.0,25.0
154.0,171.0,103.0,68.0,49.0,25.0,31.0,19.0,19.0,19.0,12.0,11.0,20.0,22.0,20.0,10.0,9.0,17.0,13.0,7.0,12.0,12.0,9.0,4.0,11.0,8.0,13.0,11.0,8.0,9.0,17.0,13.0,6.0,16.0,11.0,14.0,9.0,9.0,20.0,20.0,38.0,37.0,41.0,46.0,21.0,21.0,19.0,17.0,11.0,58.0,318.0,273.0,358.0,343.0,437.0,504.0,507.0,566.0,566.0,578.0,628.0,559.0,501.0,256.0,113.0,58.0,30.0,57.0,35.0,43.0,25.0,29.0,36.0,26.0,27.0,25.0,29.0,68.0,51.0,122.0,31.0,23.0,24.0,33.0,23.0,15.0,11.0,11.0,93.0,93.0,81.0,108.0,146.0,96.0,111.0,67.0,70.0,68.0,34.0,40.0,61.0,41.0,29.0,25.0,41.0,84.0,201.0,231.0,331.0,397.0,469.0,481.0,429.0,388.0,439.0,463.0,559.0,535.0,476.0,531.0,583.0,605.0,608.0,586.0,458.0,334.0,409.0,229.0,179.0,44.0,16.0,27.0,18.0,11.0,18.0,15.0,10.0,11.0,7.0,8.0,6.0,12.0,11.0,12.0,17.0,11.0,10.0,6.0,15.0,157.0,94.0,172.0,207.0,186.0,188.0,261.0,208.0,133.0,168.0,117.0,63.0,153.0,133.0,50.0,113.0,65.0,46.0,44.0,61.0,41.0,37.0,37.0
14.0,14.0,15.0,32.0,28.0,25.0,21.0,20.0,42.0,31.0,19.0,15.0,16.0,25.0,41.0,14.0,20.0,17.0,25.0,12.0,18.0,26.0,26.0,19.0,13.0,20.0,21.0,24.0,29.0,27.0,33.0,21.0,20.0,18.0,27.0,27.0,19.0,15.0,21.0,43.0,16.0,15.0,37.0,24.0,18.0,24.0,10.0,15.0,7.0,16.0,9.0,19.0,16.0,15.0,12.0,15.0,34.0,37.0,97.0,53.0,19.0,25.0,26.0,21.0,74.0,72.0,50.0,45.0,41.0,38.0,45.0,52.0,27.0,22.0,21.0,26.0,22.0,156.0,346.0,364.0,294.0,391.0,347.0,335.0,366.0,306.0,365.0,314.0,289.0,250.0,102.0,57.0,50.0,21.0,21.0,13.0,17.0,13.0,19.0,17.0,17.0,18.0,28.0,28.0,17.0,11.0,28.0,29.0,33.0,18.0,19.0,28.0,15.0,5.0,14.0,12.0,5.0,15.0,14.0,15.0,6.0,22.0,23.0,25.0,25.0,13.0,14.0,17.0,10.0,13.0,35.0,71.0,164.0,202.0,327.0,422.0,470.0,461.0,380.0,449.0,551.0,529.0,496.0,380.0,462.0,525.0,499.0,420.0,385.0,430.0,358.0,367.0,235.0,193.0,23.0,36.0,18.0,16.0,20.0,12.0,13.0,11.0,18.0,12.0,11.0,19.0,11.0,23.0,10.0,17.0,20.0,81.0
16.0,24.0,19.0,25.0,12.0,20.0,19.0,17.0,53.0,25.0,33.0,21.0,28.0,27.0,29.0,39.0,11.0,19.0,32.0,32.0,20.0,61.0,28.0,24.0,30.0,31.0,33.0,160.0,39.0,13.0,10.0,21.0,12.0,13.0,14.0,11.0,19.0,19.0,17.0,12.0,12.0,6.0,14.0,3.0,9.0,17.0,6.0,7.0,33.0,9.0,8.0,10.0,10.0,21.0,9.0,18.0,11.0,10.0,13.0,11.0,8.0,15.0,21.0,16.0,11.0,15.0,4.0,15.0,10.0,18.0,15.0,6.0,14.0,10.0,12.0,25.0,11.0,15.0,20.0,30.0,33.0,42.0,23.0,47.0,25.0,27.0,24.0,28.0,12.0,19.0,13.0,153.0,215.0,385.0,409.0,477.0,555.0,557.0,540.0,612.0,645.0,568.0,508.0,454.0,451.0,343.0,178.0,70.0,37.0,13.0,27.0,25.0,17.0,21.0,12.0,21.0,12.0,14.0,19.0,17.0,23.0,33.0,29.0,15.0,22.0,25.0,22.0,18.0,17.0,10.0,12.0,15.0,9.0,8.0,13.0,5.0,7.0,11.0,12.0,33.0,39.0,32.0,16.0,22.0,20.0,18.0,19.0,19.0,46.0,169.0,299.0,335.0,329.0,328.0,453.0,508.0,462.0,453.0,566.0,441.0,439.0,489.0,521.0,479.0,411.0,411.0,485.0,368.0,346.0,169.0,248.0,66.0
25.0,9.0,3.0,15.0,13.0,10.0,36.0,8.0,7.0,9.0,38.0,78.0,44.0,15.0,10.0,3.0,14.0,11.0,12.0,12.0,13.0,7.0,9.0,11.0,14.0,7.0,15.0,12.0,10.0,8.0,8.0,12.0,9.0,18.0,12.0,18.0,8.0,7.0,18.0,18.0,10.0,22.0,37.0,13.0,29.0,15.0,14.0,17.0,19.0,7.0,23.0,87.0,207.0,296.0,284.0,392.0,349.0,413.0,441.0,423.0,450.0,479.0,445.0,383.0,220.0,66.0,34.0,26.0,16.0,13.0,13.0,7.0,11.0,8.0,16.0,18.0,10.0,18.0,21.0,18.0,19.0,21.0,25.0,28.0,13.0,10.0,14.0,15.0,15.0,13.0,17.0,16.0,14.0,12.0,17.0,18.0,21.0,27.0,17.0,16.0,14.0,19.0,23.0,22.0,42.0,178.0,260.0,372.0,429.0,339.0,418.0,488.0,455.0,441.0,428.0,534.0,475.0,395.0,365.0,431.0,465.0,405.0,365.0,298.0,319.0,257.0,142.0,65.0,36.0,28.0,16.0,11.0,11.0,9.0,8.0,9.0,15.0,7.0,9.0,13.0,11.0,6.0,11.0,5.0,19.0,66.0,104.0,43.0,172.0,107.0,65.0,143.0,162.0,69.0,199.0,168.0,72.0,161.0,107.0,63.0,118.0,116.0,70.0,84.0,72.0,49.0,40.0,46.0,39.0,31.0,26.0,17.0
16.0,15.0,18.0,9.0,10.0,14.0,14.0,15.0,14.0,11.0,7.0,7.0,7.0,6.0,18.0,16.0,10.0,8.0,15.0,9.0,23.0,22.0,13.0,14.0,16.0,21.0,21.0,70.0,25.0,37.0,44.0,19.0,22.0,11.0,19.0,10.0,101.0,144.0,110.0,106.0,53.0,58.0,46.0,72.0,40.0,34.0,22.0,83.0,308.0,387.0,371.0,373.0,418.0,449.0,437.0,532.0,513.0,542.0,472.0,391.0,310.0,306.0,147.0,26.0,18.0,20.0,20.0,27.0,22.0,17.0,18.0,18.0,18.0,22.0,31.0,31.0,30.0,27.0,28.0,44.0,27.0,29.0,24.0,19.0,20.0,27.0,19.0,21.0,19.0,19.0,28.0,26.0,48.0,27.0,33.0,21.0,19.0,30.0,18.0,66.0,199.0,283.0,387.0,494.0,341.0,480.0,592.0,546.0,508.0,490.0,594.0,518.0,566.0,506.0,451.0,580.0,550.0,468.0,463.0,370.0,385.0,318.0,236.0,96.0,169.0,46.0,25.0,17.0,22.0,14.0,12.0,13.0,13.0,19.0,14.0,13.0,19.0,12.0,12.0,13.0,13.0,16.0,14.0,72.0,186.0,83.0,251.0,252.0,156.0,275.0,221.0,108.0,188.0,201.0,73.0,208.0,192.0,79.0,196.0,137.0,49.0,105.0,58.0,68.0,23.0,69.0,49.0,63.0,40.0,44.0,23.0,25.0
19.0,17.0,8.0,10.0,24.0,16.0,18.0,13.0,24.0,25.0,15.0,46.0,92.0,21.0,15.0,8.0,17.0,14.0,6.0,14.0,4.0,14.0,14.0,10.0,12.0,9.0,8.0,13.0,9.0,6.0,6.0,9.0,6.0,8.0,8.0,8.0,11.0,7.0,15.0,11.0,4.0,13.0,15.0,10.0,16.0,24.0,22.0,27.0,9.0,29.0,12.0,11.0,19.0,13.0,10.0,30.0,226.0,261.0,335.0,430.0,434.0,496.0,522.0,449.0,464.0,531.0,526.0,517.0,422.0,324.0,184.0,72.0,32.0,36.0,21.0,17.0,13.0,12.0,24.0,13.0,13.0,22.0,25.0,19.0,24.0,32.0,32.0,32.0,33.0,34.0,62.0,36.0,20.0,26.0,22.0,26.0,17.0,11.0,24.0,22.0,21.0,20.0,23.0,51.0,40.0,24.0,25.0,17.0,11.0,18.0,12.0,80.0,183.0,134.0,373.0,436.0,422.0,400.0,357.0,476.0,570.0,499.0,382.0,567.0,501.0,473.0,458.0,418.0,488.0,470.0,411.0,303.0,169.0,281.0,250.0,208.0,62.0,49.0,16.0,14.0,15.0,11.0,14.0,21.0,12.0,19.0,11.0,14.0,8.0,15.0,12.0,15.0,13.0,13.0,25.0,93.0,147.0,192.0,96.0,249.0,155.0,179.0,119.0,202.0,240.0,123.0,259.0,192.0,115.0,223.0,193.0,114.0
40.0,23.0,67.0,158.0,43.0,25.0,73.0,38.0,23.0,35.0,30.0,19.0,19.0,26.0,18.0,39.0,35.0,44.0,38.0,34.0,37.0,31.0,32.0,40.0,31.0,32.0,44.0,36.0,36.0,48.0,28.0,45.0,46.0,55.0,29.0,127.0,26.0,19.0,18.0,12.0,10.0,15.0,21.0,23.0,39.0,13.0,33.0,19.0,36.0,24.0,15.0,12.0,14.0,52.0,225.0,288.0,252.0,226.0,257.0,196.0,224.0,284.0,364.0,441.0,386.0,378.0,399.0,327.0,323.0,262.0,106.0,44.0,27.0,14.0,16.0,13.0,7.0,18.0,16.0,12.0,9.0,16.0,17.0,14.0,19.0,23.0,21.0,22.0,29.0,26.0,30.0,19.0,17.0,15.0,17.0,17.0,12.0,17.0,11.0,21.0,15.0,9.0,16.0,16.0,19.0,21.0,20.0,29.0,17.0,28.0,19.0,14.0,23.0,40.0,175.0,324.0,288.0,308.0,486.0,538.0,438.0,377.0,528.0,549.0,491.0,510.0,425.0,600.0,447.0,488.0,482.0,443.0,499.0,440.0,412.0,324.0,229.0,241.0,30.0,27.0,9.0,19.0,21.0,12.0,10.0,13.0,13.0,7.0,12.0,8.0,13.0,9.0,13.0,15.0,10.0,10.0,13.0,61.0,104.0,159.0,156.0,75.0,184.0,277.0,157.0,315.0,220.0,220.0,212.0,215.0,159.0,78.0
12.0,12.0,9.0,11.0,12.0,24.0,14.0,13.0,9.0,16.0,20.0,11.0,5.0,14.0,9.0,17.0,11.0,12.0,15.0,9.0,4.0,19.0,10.0,15.0,18.0,9.0,11.0,10.0,12.0,7.0,11.0,9.0,4.0,7.0,14.0,30.0,136.0,38.0,29.0,44.0,42.0,18.0,14.0,22.0,35.0,19.0,20.0,36.0,30.0,24.0,23.0,38.0,154.0,284.0,464.0,505.0,494.0,467.0,498.0,470.0,499.0,464.0,395.0,311.0,112.0,57.0,54.0,36.0,10.0,10.0,12.0,11.0,6.0,10.0,17.0,17.0,10.0,20.0,23.0,25.0,19.0,25.0,29.0,22.0,13.0,7.0,10.0,16.0,4.0,12.0,14.0,5.0,11.0,11.0,16.0,20.0,21.0,20.0,14.0,85.0,268.0,227.0,494.0,527.0,480.0,453.0,556.0,591.0,455.0,427.0,473.0,493.0,491.0,478.0,467.0,548.0,461.0,448.0,277.0,260.0,198.0,62.0,46.0,17.0,18.0,13.0,13.0,17.0,14.0,13.0,12.0,13.0,12.0,9.0,14.0,12.0,12.0,22.0,76.0,88.0,100.0,67.0,121.0,82.0,131.0,74.0,50.0,83.0,80.0,57.0,79.0,131.0,59.0,79.0,142.0,68.0,158.0,95.0,46.0,39.0,33.0,27.0,33.0,19.0,16.0,18.0,13.0,4.0,14.0,13.0,10.0,15.0
24.0,22.0,25.0,17.0,20.0,12.0,19.0,17.0,18.0,8.0,23.0,18.0,17.0,11.0,12.0,10.0,11.0,12.0,9.0,15.0,12.0,10.0,10.0,7.0,14.0,13.0,15.0,20.0,12.0,11.0,15.0,20.0,16.0,18.0,21.0,16.0,26.0,13.0,9.0,12.0,12.0,13.0,12.0,15.0,11.0,16.0,8.0,19.0,12.0,18.0,16.0,13.0,10.0,18.0,15.0,11.0,11.0,21.0,15.0,14.0,21.0,18.0,12.0,19.0,13.0,15.0,52.0,36.0,40.0,17.0,14.0,22.0,17.0,18.0,14.0,16.0,60.0,228.0,304.0,266.0,320.0,334.0,337.0,336.0,384.0,373.0,442.0,422.0,408.0,378.0,332.0,293.0,194.0,87.0,41.0,14.0,10.0,12.0,19.0,26.0,11.0,15.0,14.0,16.0,20.0,24.0,26.0,20.0,24.0,21.0,35.0,45.0,22.0,20.0,24.0,14.0,16.0,13.0,21.0,11.0,23.0,8.0,26.0,14.0,20.0,36.0,20.0,12.0,16.0,10.0,18.0,36.0,203.0,204.0,417.0,408.0,411.0,394.0,517.0,462.0,453.0,531.0,527.0,482.0,445.0,611.0,499.0,419.0,409.0,463.0,354.0,305.0,245.0,233.0,54.0,33.0,29.0,10.0,20.0,12.0,22.0,21.0,17.0,14.0,21.0,18.0,16.0,18.0,4.0,9.0,7.0,31.0
17.0,15.0,12.0,30.0,22.0,19.0,17.0,15.0,9.0,13.0,8.0,19.0,38.0,68.0,94.0,65.0,34.0,20.0,30.0,29.0,18.0,28.0,29.0,30.0,25.0,39.0,33.0,33.0,15.0,22.0,33.0,32.0,37.0,21.0,46.0,48.0,35.0,53.0,43.0,61.0,71.0,28.0,12.0,16.0,25.0,22.0,14.0,17.0,14.0,12.0,15.0,18.0,10.0,12.0,9.0,4.0,10.0,5.0,8.0,17.0,10.0,20.0,23.0,28.0,32.0,26.0,27.0,24.0,25.0,17.0,76.0,249.0,316.0,239.0,290.0,360.0,275.0,288.0,335.0,290.0,308.0,300.0,312.0,164.0,98.0,84.0,28.0,28.0,22.0,21.0,18.0,8.0,7.0,14.0,15.0,24.0,11.0,20.0,20.0,24.0,27.0,25.0,24.0,30.0,15.0,21.0,24.0,13.0,17.0,15.0,13.0,16.0,13.0,29.0,48.0,19.0,19.0,19.0,20.0,91.0,294.0,363.0,466.0,402.0,408.0,500.0,490.0,410.0,540.0,543.0,487.0,365.0,519.0,525.0,452.0,341.0,257.0,371.0,294.0,175.0,55.0,109.0,17.0,25.0,17.0,19.0,17.0,24.0,14.0,19.0,12.0,19.0,14.0,17.0,13.0,15.0,18.0,15.0,13.0,60.0,123.0,118.0,138.0,142.0,127.0,190.0,201.0,202.0,275.0,313.0,341.0,214.0
6.0,6.0,17.0,12.0,9.0,14.0,14.0,12.0,9.0,18.0,10.0,5.0,9.0,16.0,16.0,6.0,12.0,18.0,14.0,15.0,14.0,9.0,13.0,9.0,14.0,18.0,8.0,22.0,11.0,21.0,13.0,17.0,20.0,12.0,19.0,12.0,10.0,9.0,20.0,22.0,18.0,15.0,26.0,38.0,25.0,44.0,33.0,29.0,28.0,26.0,24.0,19.0,36.0,228.0,209.0,290.0,310.0,315.0,325.0,363.0,361.0,327.0,323.0,360.0,277.0,139.0,118.0,101.0,38.0,28.0,41.0,36.0,38.0,61.0,43.0,62.0,66.0,45.0,37.0,61.0,77.0,224.0,35.0,37.0,20.0,32.0,23.0,26.0,29.0,22.0,27.0,25.0,30.0,30.0,70.0,54.0,45.0,48.0,59.0,42.0,55.0,158.0,190.0,163.0,434.0,370.0,381.0,422.0,514.0,426.0,441.0,581.0,492.0,373.0,542.0,508.0,485.0,439.0,584.0,438.0,359.0,175.0,157.0,87.0,39.0,36.0,15.0,12.0,25.0,23.0,21.0,23.0,25.0,73.0,45.0,58.0,59.0,69.0,89.0,103.0,92.0,149.0,182.0,260.0,119.0,142.0,117.0,106.0,148.0,79.0,202.0,72.0,128.0,180.0,128.0,235.0,187.0,97.0,185.0,125.0,207.0,53.0,60.0,45.0,52.0,27.0,66.0,31.0,52.0,28.0,39.0,24.0
